date,premise_code,item_code,price,premise,address,premise_type,state,district
2024-01-08,12713,1,8.49,PASARAYA ECONSAVE FOREST HEIGHT,"LOT PT 20987 & PT 20988.,SEREMBAN FOREST HEIGHT,70450 SEREMBAN,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-08,13788,1,8.9,FAMILY STORE SEREMBAN 2,"S-TWO FAMILY STORE SDN. BHD919-922 J,ALAN S2 F23GARDEN HOMES SEREMBAN,27030 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-08,14811,2,10.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-08,14869,1,8.49,ECONSAVE CASH & CARRY SDN. BHD. KUALA PILAH,"PT 9, KOMPLEK WIRA JAYA, PUSAT KOMERSIAL MELANG,PUSAT KOMERSIAL MELANG,72000, KUALA PILAH  NEGERI SEMBILAN DARUL KHUSUS",Pasar Raya / Supermarket,Negeri Sembilan,Kuala Pilah
2024-01-08,15382,1,8.39,TESCO SEREMBAN JAYA,"N0 12264, JALAN SEREMBAN JAYA,TAMAN SEREMBAN JAYA,70400 SEREMBAN, NEGERI SEMBILAN,",Hypermarket,Negeri Sembilan,Seremban
2024-01-08,15537,1,9.5,PASAR AWAM BAHAU,"PASAR AWAM BAHAU,72100 BAHAU,NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Bahau
2024-01-08,16317,1,8.99,GIANT SUPERSTORE KUALA PILAH,"GCH RETAIL (MALAYSIA) SDN.BHD (667035-P),GIANT SUPERSTORE KUALA PILAH , JALAN MELANG,72000 KUALA PILAH, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Kuala Pilah
2024-01-08,16389,1,8.99,TF VALUE MART PORT DICKSON,"1-G-01,PERSIARAN WATERFRONTPD WATERFRONT,71000 PORT DICKSON,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-08,16391,1,8.9,FAMILY STORE SUNGGALA,"NO 27 & 28,JALAN PDS 1PD SUNGGALA GATEWAY,71050 PORT DICKSON,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-08,16547,2,8.99,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-08,18201,1,8.49,ECONSAVE TAMPIN,"PT121-127 & 328,TAMAN SRI INTAN, BATU 1 JALAN TAMPIN SEREMBAN,73000 TAMPIN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Tampin
2024-01-08,20692,1,8.6,ZEMART BAHAU,"NO. 98, JALAN KIARA 2,PUSAT PERNIAGAAN KIARA,BAHAU",Pasar Raya / Supermarket,Negeri Sembilan,Bahau
2024-01-09,115,1,9.5,TAMPIN SHOPPING CENTRE,"NO 111,JALAN BESAR,73000 TAMPIN, NEGERI SEMBILAN.",Pasar Raya / Supermarket,Negeri Sembilan,Tampin
2024-01-09,239,1,8.6,FAMILY STORE RASAH JAYA,"NO. 3745 & 3746,JALAN RJ 6/12 TAMAN RASAH JAYA,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-09,261,1,8.39,TESCO SEREMBAN 2,"NO. 1,JLN HARUAN 2 BKT KEPAYANG,70300 SEREMBAN NEGERI SEMBILAN",Hypermarket,Negeri Sembilan,Seremban
2024-01-09,656,1,8.6,FAMILY STORE SIKAMAT,"NO.10-12,LORONG DESA KIARA 2/3, TAMAN DESA KIARA,70400 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-09,907,1,8.49,ECONSAVE CASH & CARRY (BH) SDN BHD. BAHAU,"NO. 18-26,JALAN DATO ½ BESAR,72100 BAHAU, N. SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Bahau
2024-01-09,2020,1,9.9,PASAR AWAM JOHOL,"PASAR AWAM JOHOL,73100 JOHOL,N.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Johol
2024-01-09,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-09,2612,1,8.5,B FAMILY MART SDN BHD,"NO. 159-168,LORONG DALAM 6,TAMAN DATO' LELA MAHARAJA,PEKAN CHEMBONG,71300 REMBAU,N.SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Rembau
2024-01-09,2663,1,9.79,THE STORE PORT DICKSON,"LOT G 21, GROUND FLOOR, OCEANIC MALL,BATU 1/2 JALAN PANTAI,",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-09,2670,1,8.99,BILLION PORT DICKSON,"LOT 28-41,SEBAHAGIAN LOT PT 72, KAWASAN PENAMBAHAN LAUT,71000, PORT DICKSON, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-09,2736,1,10.5,PASAR LUKUT,"PASAR LUKUT,71010 LUKUT, NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Port Dickson
2024-01-09,2788,1,9.4,PASAR TELUK KEMANG,"PASAR TELUK KEMANG,JALAN PANTAI,71050,TELUK KEMANG, PORT DICKSON,",Pasar Basah ,Negeri Sembilan,Port Dickson
2024-01-09,3424,1,10.8,PASAR AWAM REMBAU,"PASAR AWAM PEKAN REMBAU,71300, REMBAU, NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Rembau
2024-01-09,11509,1,8.95,GIANT SENAWANG,"LOT 571,JALAN SENAWANG, TAMAN KOMERSIAL SENAWANG,70450, SENAWANG, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-09,11805,1,10.5,PASAR PORT DICKSON,"PASAR PORT DICKSON,71000 PORT DICKSON, NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Port Dickson
2024-01-09,11925,1,9.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-09,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-09,12713,1,8.49,PASARAYA ECONSAVE FOREST HEIGHT,"LOT PT 20987 & PT 20988.,SEREMBAN FOREST HEIGHT,70450 SEREMBAN,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-09,13788,1,8.9,FAMILY STORE SEREMBAN 2,"S-TWO FAMILY STORE SDN. BHD919-922 J,ALAN S2 F23GARDEN HOMES SEREMBAN,27030 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-09,14811,2,10.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-09,14869,1,8.49,ECONSAVE CASH & CARRY SDN. BHD. KUALA PILAH,"PT 9, KOMPLEK WIRA JAYA, PUSAT KOMERSIAL MELANG,PUSAT KOMERSIAL MELANG,72000, KUALA PILAH  NEGERI SEMBILAN DARUL KHUSUS",Pasar Raya / Supermarket,Negeri Sembilan,Kuala Pilah
2024-01-09,15382,1,8.39,TESCO SEREMBAN JAYA,"N0 12264, JALAN SEREMBAN JAYA,TAMAN SEREMBAN JAYA,70400 SEREMBAN, NEGERI SEMBILAN,",Hypermarket,Negeri Sembilan,Seremban
2024-01-09,15537,1,9.5,PASAR AWAM BAHAU,"PASAR AWAM BAHAU,72100 BAHAU,NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Bahau
2024-01-09,16317,1,8.99,GIANT SUPERSTORE KUALA PILAH,"GCH RETAIL (MALAYSIA) SDN.BHD (667035-P),GIANT SUPERSTORE KUALA PILAH , JALAN MELANG,72000 KUALA PILAH, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Kuala Pilah
2024-01-09,16389,1,7.99,TF VALUE MART PORT DICKSON,"1-G-01,PERSIARAN WATERFRONTPD WATERFRONT,71000 PORT DICKSON,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-09,16391,1,8.9,FAMILY STORE SUNGGALA,"NO 27 & 28,JALAN PDS 1PD SUNGGALA GATEWAY,71050 PORT DICKSON,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-09,16547,2,8.99,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-09,18201,1,8.49,ECONSAVE TAMPIN,"PT121-127 & 328,TAMAN SRI INTAN, BATU 1 JALAN TAMPIN SEREMBAN,73000 TAMPIN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Tampin
2024-01-09,20692,1,8.6,ZEMART BAHAU,"NO. 98, JALAN KIARA 2,PUSAT PERNIAGAAN KIARA,BAHAU",Pasar Raya / Supermarket,Negeri Sembilan,Bahau
2024-01-10,115,1,9.5,TAMPIN SHOPPING CENTRE,"NO 111,JALAN BESAR,73000 TAMPIN, NEGERI SEMBILAN.",Pasar Raya / Supermarket,Negeri Sembilan,Tampin
2024-01-10,239,1,8.6,FAMILY STORE RASAH JAYA,"NO. 3745 & 3746,JALAN RJ 6/12 TAMAN RASAH JAYA,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-10,261,1,8.39,TESCO SEREMBAN 2,"NO. 1,JLN HARUAN 2 BKT KEPAYANG,70300 SEREMBAN NEGERI SEMBILAN",Hypermarket,Negeri Sembilan,Seremban
2024-01-10,656,1,8.6,FAMILY STORE SIKAMAT,"NO.10-12,LORONG DESA KIARA 2/3, TAMAN DESA KIARA,70400 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-10,907,1,8.49,ECONSAVE CASH & CARRY (BH) SDN BHD. BAHAU,"NO. 18-26,JALAN DATO ½ BESAR,72100 BAHAU, N. SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Bahau
2024-01-10,2020,1,9.9,PASAR AWAM JOHOL,"PASAR AWAM JOHOL,73100 JOHOL,N.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Johol
2024-01-10,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-10,2612,1,8.5,B FAMILY MART SDN BHD,"NO. 159-168,LORONG DALAM 6,TAMAN DATO' LELA MAHARAJA,PEKAN CHEMBONG,71300 REMBAU,N.SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Rembau
2024-01-10,2670,1,8.99,BILLION PORT DICKSON,"LOT 28-41,SEBAHAGIAN LOT PT 72, KAWASAN PENAMBAHAN LAUT,71000, PORT DICKSON, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-10,2736,1,10.5,PASAR LUKUT,"PASAR LUKUT,71010 LUKUT, NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Port Dickson
2024-01-10,2788,1,9.4,PASAR TELUK KEMANG,"PASAR TELUK KEMANG,JALAN PANTAI,71050,TELUK KEMANG, PORT DICKSON,",Pasar Basah ,Negeri Sembilan,Port Dickson
2024-01-10,3424,1,10.8,PASAR AWAM REMBAU,"PASAR AWAM PEKAN REMBAU,71300, REMBAU, NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Rembau
2024-01-10,11509,1,8.95,GIANT SENAWANG,"LOT 571,JALAN SENAWANG, TAMAN KOMERSIAL SENAWANG,70450, SENAWANG, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-10,11660,1,9.4,PASAR AWAM RASAH,"PASAR AWAM RASAH JAYA,JLN RJ 6/2TMN RASAH JAYA, SEREMBAN,",Pasar Basah ,Negeri Sembilan,Seremban
2024-01-10,11728,1,10.9,PASAR AMPANGAN,"PASAR AWAM AMPANGAN,70400 AMPANGAN, SEREMBAN.,NEGERI SEMBILAN",Pasar Basah ,Negeri Sembilan,Seremban
2024-01-10,11737,1,9.4,PASAR BESAR SEREMBAN,"JLN PASAR BESAR SEREMBAN 70000,SEREMBAN NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Seremban
2024-01-10,11805,1,10.5,PASAR PORT DICKSON,"PASAR PORT DICKSON,71000 PORT DICKSON, NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Port Dickson
2024-01-10,11925,1,9.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-10,11925,2,10.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
2024-01-10,12713,1,8.49,PASARAYA ECONSAVE FOREST HEIGHT,"LOT PT 20987 & PT 20988.,SEREMBAN FOREST HEIGHT,70450 SEREMBAN,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-10,13788,1,8.9,FAMILY STORE SEREMBAN 2,"S-TWO FAMILY STORE SDN. BHD919-922 J,ALAN S2 F23GARDEN HOMES SEREMBAN,27030 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-10,14811,2,10.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-10,14869,1,8.49,ECONSAVE CASH & CARRY SDN. BHD. KUALA PILAH,"PT 9, KOMPLEK WIRA JAYA, PUSAT KOMERSIAL MELANG,PUSAT KOMERSIAL MELANG,72000, KUALA PILAH  NEGERI SEMBILAN DARUL KHUSUS",Pasar Raya / Supermarket,Negeri Sembilan,Kuala Pilah
2024-01-10,15382,1,8.39,TESCO SEREMBAN JAYA,"N0 12264, JALAN SEREMBAN JAYA,TAMAN SEREMBAN JAYA,70400 SEREMBAN, NEGERI SEMBILAN,",Hypermarket,Negeri Sembilan,Seremban
2024-01-10,15537,1,9.5,PASAR AWAM BAHAU,"PASAR AWAM BAHAU,72100 BAHAU,NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Bahau
2024-01-10,16317,1,8.99,GIANT SUPERSTORE KUALA PILAH,"GCH RETAIL (MALAYSIA) SDN.BHD (667035-P),GIANT SUPERSTORE KUALA PILAH , JALAN MELANG,72000 KUALA PILAH, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Kuala Pilah
2024-01-10,16389,1,8.99,TF VALUE MART PORT DICKSON,"1-G-01,PERSIARAN WATERFRONTPD WATERFRONT,71000 PORT DICKSON,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-10,16391,1,8.9,FAMILY STORE SUNGGALA,"NO 27 & 28,JALAN PDS 1PD SUNGGALA GATEWAY,71050 PORT DICKSON,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-10,16547,2,8.99,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-10,17003,1,7.4,"PASAR BESAR SEREMBAN, NEGERI SEMBILAN","PASAR BESAR SEREMBANJALAN PASAR70000 SEREMBAN,",Borong,Negeri Sembilan,Seremban
2024-01-10,18201,1,8.49,ECONSAVE TAMPIN,"PT121-127 & 328,TAMAN SRI INTAN, BATU 1 JALAN TAMPIN SEREMBAN,73000 TAMPIN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Tampin
2024-01-10,18706,1,8.2,PASAR AWAM PORT DICKSON,"PASAR AWAM PORT DICKSON,PORT DICKSON,",Borong,Negeri Sembilan,Port Dickson
2024-01-10,18707,3,6.8,PASAR AWAM REMBAU,"PASAR AWAM REMBAU,REMBAU,",Borong,Negeri Sembilan,Rembau
2024-01-10,20692,1,8.6,ZEMART BAHAU,"NO. 98, JALAN KIARA 2,PUSAT PERNIAGAAN KIARA,BAHAU",Pasar Raya / Supermarket,Negeri Sembilan,Bahau
2024-01-11,115,1,9.5,TAMPIN SHOPPING CENTRE,"NO 111,JALAN BESAR,73000 TAMPIN, NEGERI SEMBILAN.",Pasar Raya / Supermarket,Negeri Sembilan,Tampin
2024-01-11,239,1,8.9,FAMILY STORE RASAH JAYA,"NO. 3745 & 3746,JALAN RJ 6/12 TAMAN RASAH JAYA,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-11,261,1,8.39,TESCO SEREMBAN 2,"NO. 1,JLN HARUAN 2 BKT KEPAYANG,70300 SEREMBAN NEGERI SEMBILAN",Hypermarket,Negeri Sembilan,Seremban
2024-01-11,656,1,8.6,FAMILY STORE SIKAMAT,"NO.10-12,LORONG DESA KIARA 2/3, TAMAN DESA KIARA,70400 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-11,907,1,8.49,ECONSAVE CASH & CARRY (BH) SDN BHD. BAHAU,"NO. 18-26,JALAN DATO ½ BESAR,72100 BAHAU, N. SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Bahau
2024-01-11,2020,1,9.9,PASAR AWAM JOHOL,"PASAR AWAM JOHOL,73100 JOHOL,N.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Johol
2024-01-11,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-11,2612,1,8.5,B FAMILY MART SDN BHD,"NO. 159-168,LORONG DALAM 6,TAMAN DATO' LELA MAHARAJA,PEKAN CHEMBONG,71300 REMBAU,N.SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Rembau
2024-01-11,2670,1,8.99,BILLION PORT DICKSON,"LOT 28-41,SEBAHAGIAN LOT PT 72, KAWASAN PENAMBAHAN LAUT,71000, PORT DICKSON, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-11,2736,1,10.5,PASAR LUKUT,"PASAR LUKUT,71010 LUKUT, NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Port Dickson
2024-01-11,2788,1,9.4,PASAR TELUK KEMANG,"PASAR TELUK KEMANG,JALAN PANTAI,71050,TELUK KEMANG, PORT DICKSON,",Pasar Basah ,Negeri Sembilan,Port Dickson
2024-01-11,3424,1,10.8,PASAR AWAM REMBAU,"PASAR AWAM PEKAN REMBAU,71300, REMBAU, NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Rembau
2024-01-11,11509,1,8.95,GIANT SENAWANG,"LOT 571,JALAN SENAWANG, TAMAN KOMERSIAL SENAWANG,70450, SENAWANG, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-11,11660,1,9.4,PASAR AWAM RASAH,"PASAR AWAM RASAH JAYA,JLN RJ 6/2TMN RASAH JAYA, SEREMBAN,",Pasar Basah ,Negeri Sembilan,Seremban
2024-01-11,11728,1,10.9,PASAR AMPANGAN,"PASAR AWAM AMPANGAN,70400 AMPANGAN, SEREMBAN.,NEGERI SEMBILAN",Pasar Basah ,Negeri Sembilan,Seremban
2024-01-11,11737,1,9.4,PASAR BESAR SEREMBAN,"JLN PASAR BESAR SEREMBAN 70000,SEREMBAN NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Seremban
2024-01-11,11805,1,10.5,PASAR PORT DICKSON,"PASAR PORT DICKSON,71000 PORT DICKSON, NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Port Dickson
2024-01-11,12713,1,8.49,PASARAYA ECONSAVE FOREST HEIGHT,"LOT PT 20987 & PT 20988.,SEREMBAN FOREST HEIGHT,70450 SEREMBAN,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-11,13788,1,8.9,FAMILY STORE SEREMBAN 2,"S-TWO FAMILY STORE SDN. BHD919-922 J,ALAN S2 F23GARDEN HOMES SEREMBAN,27030 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-11,14811,2,10.9,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-11,14869,1,8.49,ECONSAVE CASH & CARRY SDN. BHD. KUALA PILAH,"PT 9, KOMPLEK WIRA JAYA, PUSAT KOMERSIAL MELANG,PUSAT KOMERSIAL MELANG,72000, KUALA PILAH  NEGERI SEMBILAN DARUL KHUSUS",Pasar Raya / Supermarket,Negeri Sembilan,Kuala Pilah
2024-01-11,15382,1,8.39,TESCO SEREMBAN JAYA,"N0 12264, JALAN SEREMBAN JAYA,TAMAN SEREMBAN JAYA,70400 SEREMBAN, NEGERI SEMBILAN,",Hypermarket,Negeri Sembilan,Seremban
2024-01-11,15537,1,9.5,PASAR AWAM BAHAU,"PASAR AWAM BAHAU,72100 BAHAU,NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Bahau
2024-01-11,16317,1,8.95,GIANT SUPERSTORE KUALA PILAH,"GCH RETAIL (MALAYSIA) SDN.BHD (667035-P),GIANT SUPERSTORE KUALA PILAH , JALAN MELANG,72000 KUALA PILAH, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Kuala Pilah
2024-01-11,16389,1,8.99,TF VALUE MART PORT DICKSON,"1-G-01,PERSIARAN WATERFRONTPD WATERFRONT,71000 PORT DICKSON,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-11,16391,1,8.9,FAMILY STORE SUNGGALA,"NO 27 & 28,JALAN PDS 1PD SUNGGALA GATEWAY,71050 PORT DICKSON,NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-11,16547,2,8.99,MYDIN SEREMBAN 2,"LOT 31156,PERSIARAN S2 B7, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-11,18201,1,8.49,ECONSAVE TAMPIN,"PT121-127 & 328,TAMAN SRI INTAN, BATU 1 JALAN TAMPIN SEREMBAN,73000 TAMPIN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Tampin
2024-01-11,20692,1,8.6,ZEMART BAHAU,"NO. 98, JALAN KIARA 2,PUSAT PERNIAGAAN KIARA,BAHAU",Pasar Raya / Supermarket,Negeri Sembilan,Bahau
2024-01-12,115,1,9.5,TAMPIN SHOPPING CENTRE,"NO 111,JALAN BESAR,73000 TAMPIN, NEGERI SEMBILAN.",Pasar Raya / Supermarket,Negeri Sembilan,Tampin
2024-01-12,239,1,8.9,FAMILY STORE RASAH JAYA,"NO. 3745 & 3746,JALAN RJ 6/12 TAMAN RASAH JAYA,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-12,261,1,8.39,TESCO SEREMBAN 2,"NO. 1,JLN HARUAN 2 BKT KEPAYANG,70300 SEREMBAN NEGERI SEMBILAN",Hypermarket,Negeri Sembilan,Seremban
2024-01-12,656,1,8.6,FAMILY STORE SIKAMAT,"NO.10-12,LORONG DESA KIARA 2/3, TAMAN DESA KIARA,70400 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-12,907,1,8.49,ECONSAVE CASH & CARRY (BH) SDN BHD. BAHAU,"NO. 18-26,JALAN DATO ½ BESAR,72100 BAHAU, N. SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Bahau
2024-01-12,2020,1,9.9,PASAR AWAM JOHOL,"PASAR AWAM JOHOL,73100 JOHOL,N.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Johol
2024-01-12,2573,2,10.6,GRAND UNION STORE,"LOT PT 9979-9983,PUTRA POINTS PHASE 2AJALAN BBN 1/3L,71800 NILAINEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
2024-01-12,2612,1,8.5,B FAMILY MART SDN BHD,"NO. 159-168,LORONG DALAM 6,TAMAN DATO' LELA MAHARAJA,PEKAN CHEMBONG,71300 REMBAU,N.SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Rembau
2024-01-12,2663,1,9.79,THE STORE PORT DICKSON,"LOT G 21, GROUND FLOOR, OCEANIC MALL,BATU 1/2 JALAN PANTAI,",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-12,2670,1,8.99,BILLION PORT DICKSON,"LOT 28-41,SEBAHAGIAN LOT PT 72, KAWASAN PENAMBAHAN LAUT,71000, PORT DICKSON, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Port Dickson
2024-01-12,2736,1,10.5,PASAR LUKUT,"PASAR LUKUT,71010 LUKUT, NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Port Dickson
2024-01-12,2788,1,9.4,PASAR TELUK KEMANG,"PASAR TELUK KEMANG,JALAN PANTAI,71050,TELUK KEMANG, PORT DICKSON,",Pasar Basah ,Negeri Sembilan,Port Dickson
2024-01-12,3424,1,10.8,PASAR AWAM REMBAU,"PASAR AWAM PEKAN REMBAU,71300, REMBAU, NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Rembau
2024-01-12,11509,1,8.88,GIANT SENAWANG,"LOT 571,JALAN SENAWANG, TAMAN KOMERSIAL SENAWANG,70450, SENAWANG, NEGERI SEMBILAN.",Hypermarket,Negeri Sembilan,Seremban
2024-01-12,11660,1,9.4,PASAR AWAM RASAH,"PASAR AWAM RASAH JAYA,JLN RJ 6/2TMN RASAH JAYA, SEREMBAN,",Pasar Basah ,Negeri Sembilan,Seremban
2024-01-12,11728,1,10.9,PASAR AMPANGAN,"PASAR AWAM AMPANGAN,70400 AMPANGAN, SEREMBAN.,NEGERI SEMBILAN",Pasar Basah ,Negeri Sembilan,Seremban
2024-01-12,11737,1,9.4,PASAR BESAR SEREMBAN,"JLN PASAR BESAR SEREMBAN 70000,SEREMBAN NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Seremban
2024-01-12,11805,1,10.5,PASAR PORT DICKSON,"PASAR PORT DICKSON,71000 PORT DICKSON, NEGERI SEMBILAN,",Pasar Basah ,Negeri Sembilan,Port Dickson
2024-01-12,11925,1,9.4,PASAR AWAM KUALA PILAH,"PASAR AWAM,72000 KUALA PILAHN.SEMBILAN,",Pasar Basah ,Negeri Sembilan,Kuala Pilah
